216.34.210.210 - - [14/Aug/2023:00:00:51 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
162.220.146.11 - - [14/Aug/2023:05:40:52 +0300] "PUT /c/csharp.gcc HTTP/1.0" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
116.95.196.50 - - [14/Aug/2023:05:42:11 +0300] "POST /main/yandex.ru HTTP/1.1" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
210.156.88.85 - - [14/Aug/2023:05:43:11 +0300] "GET /main/yandex.ru HTTP/1.1" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
165.211.46.137 - - [14/Aug/2023:05:44:08 +0300] "GET /google.com HTTP/1.1" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
200.78.172.59 - - [14/Aug/2023:05:45:06 +0300] "GET /downloads HTTP/1.0" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
166.130.77.93 - - [14/Aug/2023:05:46:31 +0300] "POST /main/yandex.ru HTTP/1.0" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
191.28.9.57 - - [14/Aug/2023:05:47:41 +0300] "PATCH /forum/openforums.org HTTP/1.1" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
140.180.65.118 - - [14/Aug/2023:05:48:58 +0300] "PATCH /forum/openforums.org HTTP/2" 403  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
254.217.157.115 - - [14/Aug/2023:05:50:11 +0300] "DELETE /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
207.50.227.89 - - [14/Aug/2023:05:51:04 +0300] "DELETE /downloads HTTP/1.0" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
222.2.129.22 - - [14/Aug/2023:05:52:28 +0300] "PUT /google.com HTTP/2" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
222.216.206.115 - - [14/Aug/2023:05:53:18 +0300] "POST /downloads HTTP/1.1" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
240.140.161.22 - - [14/Aug/2023:05:54:37 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
81.206.175.39 - - [14/Aug/2023:05:55:51 +0300] "GET /google.com HTTP/2" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
241.24.147.233 - - [14/Aug/2023:05:56:44 +0300] "POST /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
163.75.21.142 - - [14/Aug/2023:05:58:06 +0300] "GET /downloads HTTP/2" 501  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
62.74.188.84 - - [14/Aug/2023:05:59:28 +0300] "PUT /c/csharp.gcc HTTP/2" 201  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
111.230.19.63 - - [14/Aug/2023:06:00:29 +0300] "PUT /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
49.194.149.138 - - [14/Aug/2023:06:01:29 +0300] "DELETE /main/yandex.ru HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
71.164.133.90 - - [14/Aug/2023:06:02:34 +0300] "GET /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
126.202.177.139 - - [14/Aug/2023:06:03:33 +0300] "POST /google.com HTTP/1.0" 501  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
35.165.164.56 - - [14/Aug/2023:06:04:35 +0300] "GET /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
156.125.72.33 - - [14/Aug/2023:06:05:40 +0300] "PUT /google.com HTTP/1.1" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
237.117.67.78 - - [14/Aug/2023:06:06:43 +0300] "PUT /main/yandex.ru HTTP/1.1" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
140.89.235.212 - - [14/Aug/2023:06:07:43 +0300] "DELETE /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
9.61.236.30 - - [14/Aug/2023:06:09:09 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
187.66.179.172 - - [14/Aug/2023:06:10:23 +0300] "PATCH /forum/openforums.org HTTP/1.1" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
18.77.173.42 - - [14/Aug/2023:06:11:13 +0300] "PATCH /downloads HTTP/1.1" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
229.23.247.215 - - [14/Aug/2023:06:12:38 +0300] "POST /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
28.83.138.23 - - [14/Aug/2023:06:13:45 +0300] "PUT /downloads HTTP/2" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
81.225.116.175 - - [14/Aug/2023:06:15:10 +0300] "DELETE /forum/openforums.org HTTP/1.0" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
33.52.37.54 - - [14/Aug/2023:06:16:33 +0300] "GET /c/csharp.gcc HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
106.50.152.149 - - [14/Aug/2023:06:17:27 +0300] "PATCH /google.com HTTP/1.0" 501  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
80.160.252.110 - - [14/Aug/2023:06:18:39 +0300] "PATCH /google.com HTTP/1.1" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
133.113.225.81 - - [14/Aug/2023:06:19:52 +0300] "PATCH /forum/openforums.org HTTP/1.0" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
54.193.163.191 - - [14/Aug/2023:06:20:43 +0300] "GET /c/csharp.gcc HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
30.99.129.195 - - [14/Aug/2023:06:21:44 +0300] "PUT /google.com HTTP/2" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
223.163.138.51 - - [14/Aug/2023:06:23:10 +0300] "GET /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
100.214.186.130 - - [14/Aug/2023:06:24:30 +0300] "GET /main/yandex.ru HTTP/1.1" 502  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
203.22.119.100 - - [14/Aug/2023:06:25:41 +0300] "DELETE /google.com HTTP/1.1" 403  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
105.247.191.113 - - [14/Aug/2023:06:26:31 +0300] "GET /google.com HTTP/1.0" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
57.42.64.164 - - [14/Aug/2023:06:27:57 +0300] "POST /c/csharp.gcc HTTP/2" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
176.188.157.11 - - [14/Aug/2023:06:29:19 +0300] "DELETE /main/yandex.ru HTTP/1.0" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
10.101.188.121 - - [14/Aug/2023:06:30:37 +0300] "PATCH /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
223.136.27.146 - - [14/Aug/2023:06:31:37 +0300] "PATCH /google.com HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
232.90.8.207 - - [14/Aug/2023:06:32:58 +0300] "DELETE /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
84.192.191.164 - - [14/Aug/2023:06:33:49 +0300] "GET /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
95.89.140.22 - - [14/Aug/2023:06:35:11 +0300] "PATCH /main/yandex.ru HTTP/1.1" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
91.129.113.83 - - [14/Aug/2023:06:36:01 +0300] "GET /main/yandex.ru HTTP/2" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
133.251.1.235 - - [14/Aug/2023:06:36:59 +0300] "PUT /google.com HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
17.173.85.4 - - [14/Aug/2023:06:37:53 +0300] "DELETE /downloads HTTP/1.1" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
244.22.128.90 - - [14/Aug/2023:06:38:53 +0300] "PATCH /c/csharp.gcc HTTP/2" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
95.54.184.246 - - [14/Aug/2023:06:39:50 +0300] "GET /downloads HTTP/1.0" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
121.208.78.86 - - [14/Aug/2023:06:40:46 +0300] "POST /downloads HTTP/1.1" 401  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
204.197.247.115 - - [14/Aug/2023:06:41:52 +0300] "POST /forum/openforums.org HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
11.166.241.56 - - [14/Aug/2023:06:43:08 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
51.250.20.228 - - [14/Aug/2023:06:44:05 +0300] "PUT /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
212.126.179.239 - - [14/Aug/2023:06:45:01 +0300] "DELETE /main/yandex.ru HTTP/1.1" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
9.12.26.192 - - [14/Aug/2023:06:46:06 +0300] "PUT /main/yandex.ru HTTP/1.0" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
178.38.170.109 - - [14/Aug/2023:06:47:21 +0300] "PUT /downloads HTTP/1.0" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
3.240.103.104 - - [14/Aug/2023:06:48:24 +0300] "POST /downloads HTTP/2" 200  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
20.155.89.189 - - [14/Aug/2023:06:49:33 +0300] "DELETE /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
3.6.165.126 - - [14/Aug/2023:06:50:38 +0300] "GET /google.com HTTP/1.1" 501  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
224.152.43.38 - - [14/Aug/2023:06:51:28 +0300] "POST /forum/openforums.org HTTP/1.1" 404  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
226.6.80.234 - - [14/Aug/2023:06:52:36 +0300] "POST /main/yandex.ru HTTP/1.0" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
96.83.112.41 - - [14/Aug/2023:06:53:50 +0300] "PUT /main/yandex.ru HTTP/2" 200  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
120.72.165.33 - - [14/Aug/2023:06:55:01 +0300] "PATCH /c/csharp.gcc HTTP/2" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
15.78.38.45 - - [14/Aug/2023:06:55:55 +0300] "PATCH /google.com HTTP/1.1" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
182.23.60.132 - - [14/Aug/2023:06:57:17 +0300] "PUT /c/csharp.gcc HTTP/2" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
110.88.7.145 - - [14/Aug/2023:06:58:11 +0300] "PUT /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
50.5.38.124 - - [14/Aug/2023:06:59:24 +0300] "PATCH /main/yandex.ru HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
51.14.216.199 - - [14/Aug/2023:07:00:48 +0300] "PUT /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
171.250.246.244 - - [14/Aug/2023:07:01:38 +0300] "GET /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
87.33.239.184 - - [14/Aug/2023:07:02:38 +0300] "POST /main/yandex.ru HTTP/2" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
113.68.153.115 - - [14/Aug/2023:07:03:49 +0300] "PUT /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
157.12.80.28 - - [14/Aug/2023:07:04:52 +0300] "DELETE /main/yandex.ru HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
84.155.97.178 - - [14/Aug/2023:07:06:11 +0300] "PATCH /forum/openforums.org HTTP/1.1" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
154.69.147.170 - - [14/Aug/2023:07:07:05 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
214.46.178.5 - - [14/Aug/2023:07:08:00 +0300] "GET /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
103.198.25.170 - - [14/Aug/2023:07:09:16 +0300] "DELETE /google.com HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
2.135.115.99 - - [14/Aug/2023:07:10:15 +0300] "GET /main/yandex.ru HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
70.207.155.167 - - [14/Aug/2023:07:11:40 +0300] "POST /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
51.123.161.212 - - [14/Aug/2023:07:12:43 +0300] "GET /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
71.229.204.107 - - [14/Aug/2023:07:14:03 +0300] "POST /downloads HTTP/1.1" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
232.128.191.55 - - [14/Aug/2023:07:14:56 +0300] "PUT /downloads HTTP/1.1" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
48.101.11.192 - - [14/Aug/2023:07:15:47 +0300] "GET /main/yandex.ru HTTP/1.1" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
104.104.202.5 - - [14/Aug/2023:07:17:08 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
48.102.244.127 - - [14/Aug/2023:07:18:02 +0300] "PUT /google.com HTTP/2" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
130.82.208.60 - - [14/Aug/2023:07:19:10 +0300] "POST /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
132.74.158.156 - - [14/Aug/2023:07:20:26 +0300] "POST /google.com HTTP/1.1" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
164.35.205.232 - - [14/Aug/2023:07:21:39 +0300] "PATCH /downloads HTTP/1.0" 201  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
6.93.29.217 - - [14/Aug/2023:07:22:48 +0300] "POST /main/yandex.ru HTTP/1.0" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
6.214.246.78 - - [14/Aug/2023:07:23:51 +0300] "POST /c/csharp.gcc HTTP/2" 501  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
10.249.190.57 - - [14/Aug/2023:07:24:50 +0300] "GET /c/csharp.gcc HTTP/2" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
6.192.249.207 - - [14/Aug/2023:07:26:11 +0300] "PUT /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
239.28.122.67 - - [14/Aug/2023:07:27:06 +0300] "GET /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
29.254.169.38 - - [14/Aug/2023:07:28:26 +0300] "PATCH /main/yandex.ru HTTP/1.1" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
177.65.64.109 - - [14/Aug/2023:07:29:20 +0300] "PUT /google.com HTTP/1.0" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
103.190.65.120 - - [14/Aug/2023:07:30:46 +0300] "POST /downloads HTTP/1.0" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
230.212.205.69 - - [14/Aug/2023:07:31:42 +0300] "POST /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
