239.111.232.29 - - [13/Aug/2023:00:01:01 +0300] "POST /main/yandex.ru HTTP/1.1" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
131.246.161.177 - - [13/Aug/2023:12:00:18 +0300] "DELETE /downloads HTTP/1.1" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
37.203.85.153 - - [13/Aug/2023:12:01:39 +0300] "GET /forum/openforums.org HTTP/1.0" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
74.98.19.159 - - [13/Aug/2023:12:02:58 +0300] "POST /downloads HTTP/1.1" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
198.186.178.202 - - [13/Aug/2023:12:04:21 +0300] "PATCH /google.com HTTP/1.0" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
215.81.42.202 - - [13/Aug/2023:12:05:21 +0300] "GET /downloads HTTP/1.1" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
190.191.141.68 - - [13/Aug/2023:12:06:28 +0300] "POST /forum/openforums.org HTTP/2" 403  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
16.29.5.202 - - [13/Aug/2023:12:07:24 +0300] "PATCH /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
157.139.221.212 - - [13/Aug/2023:12:08:48 +0300] "GET /google.com HTTP/1.0" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
162.220.241.57 - - [13/Aug/2023:12:09:42 +0300] "PATCH /forum/openforums.org HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
133.39.88.90 - - [13/Aug/2023:12:10:43 +0300] "DELETE /forum/openforums.org HTTP/2" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
14.200.188.172 - - [13/Aug/2023:12:11:44 +0300] "DELETE /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
197.26.125.209 - - [13/Aug/2023:12:12:43 +0300] "POST /downloads HTTP/1.1" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
229.114.5.94 - - [13/Aug/2023:12:13:41 +0300] "POST /google.com HTTP/2" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
137.159.81.135 - - [13/Aug/2023:12:14:40 +0300] "PATCH /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
199.27.67.39 - - [13/Aug/2023:12:15:53 +0300] "PATCH /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
76.80.132.35 - - [13/Aug/2023:12:17:01 +0300] "DELETE /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
188.219.90.205 - - [13/Aug/2023:12:18:15 +0300] "DELETE /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
237.210.69.109 - - [13/Aug/2023:12:19:07 +0300] "PUT /downloads HTTP/2" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
53.211.133.147 - - [13/Aug/2023:12:20:24 +0300] "DELETE /google.com HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
252.112.5.94 - - [13/Aug/2023:12:21:21 +0300] "POST /forum/openforums.org HTTP/2" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
148.78.113.1 - - [13/Aug/2023:12:22:24 +0300] "PUT /c/csharp.gcc HTTP/1.0" 404  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
173.120.13.198 - - [13/Aug/2023:12:23:15 +0300] "GET /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
241.226.243.37 - - [13/Aug/2023:12:24:19 +0300] "PATCH /forum/openforums.org HTTP/1.1" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
1.125.252.205 - - [13/Aug/2023:12:25:42 +0300] "PUT /c/csharp.gcc HTTP/1.1" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
166.153.34.208 - - [13/Aug/2023:12:26:41 +0300] "POST /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
81.81.11.70 - - [13/Aug/2023:12:27:43 +0300] "PUT /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
219.131.104.114 - - [13/Aug/2023:12:28:51 +0300] "GET /main/yandex.ru HTTP/1.0" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
58.47.146.170 - - [13/Aug/2023:12:30:03 +0300] "GET /forum/openforums.org HTTP/2" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
243.169.208.206 - - [13/Aug/2023:12:30:53 +0300] "POST /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
16.106.72.237 - - [13/Aug/2023:12:32:19 +0300] "PUT /google.com HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
104.188.62.199 - - [13/Aug/2023:12:33:38 +0300] "GET /forum/openforums.org HTTP/1.0" 201  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
64.131.7.147 - - [13/Aug/2023:12:34:50 +0300] "POST /downloads HTTP/2" 401  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
246.97.236.74 - - [13/Aug/2023:12:36:09 +0300] "DELETE /google.com HTTP/1.0" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
32.43.43.171 - - [13/Aug/2023:12:37:22 +0300] "DELETE /main/yandex.ru HTTP/1.1" 500  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
142.191.211.130 - - [13/Aug/2023:12:38:37 +0300] "PUT /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
243.229.47.216 - - [13/Aug/2023:12:40:03 +0300] "POST /main/yandex.ru HTTP/1.1" 503  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
244.47.88.85 - - [13/Aug/2023:12:40:59 +0300] "PATCH /google.com HTTP/1.0" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
29.137.172.71 - - [13/Aug/2023:12:42:22 +0300] "PUT /c/csharp.gcc HTTP/1.1" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
147.102.72.22 - - [13/Aug/2023:12:43:27 +0300] "POST /c/csharp.gcc HTTP/1.0" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
78.125.194.146 - - [13/Aug/2023:12:44:29 +0300] "DELETE /c/csharp.gcc HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
218.81.150.179 - - [13/Aug/2023:12:45:39 +0300] "PATCH /google.com HTTP/1.1" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
16.69.6.151 - - [13/Aug/2023:12:46:36 +0300] "DELETE /google.com HTTP/1.0" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
126.1.153.122 - - [13/Aug/2023:12:47:39 +0300] "POST /forum/openforums.org HTTP/1.0" 500  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
84.19.87.224 - - [13/Aug/2023:12:48:45 +0300] "GET /c/csharp.gcc HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
15.235.8.14 - - [13/Aug/2023:12:49:56 +0300] "PUT /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
182.212.101.138 - - [13/Aug/2023:12:51:19 +0300] "GET /c/csharp.gcc HTTP/2" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
16.28.218.143 - - [13/Aug/2023:12:52:11 +0300] "GET /downloads HTTP/1.1" 403  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
172.46.175.165 - - [13/Aug/2023:12:53:12 +0300] "GET /downloads HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
209.222.72.242 - - [13/Aug/2023:12:54:17 +0300] "GET /downloads HTTP/1.1" 401  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
121.147.235.103 - - [13/Aug/2023:12:55:31 +0300] "PUT /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
113.43.64.113 - - [13/Aug/2023:12:56:41 +0300] "POST /c/csharp.gcc HTTP/1.0" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
31.6.168.101 - - [13/Aug/2023:12:57:39 +0300] "PATCH /downloads HTTP/2" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
34.104.91.111 - - [13/Aug/2023:12:58:56 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 500  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
185.145.208.9 - - [13/Aug/2023:12:59:52 +0300] "PATCH /forum/openforums.org HTTP/2" 201  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
212.19.226.97 - - [13/Aug/2023:13:00:56 +0300] "POST /google.com HTTP/1.1" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
221.129.59.250 - - [13/Aug/2023:13:01:54 +0300] "GET /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
149.51.175.82 - - [13/Aug/2023:13:03:10 +0300] "POST /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
65.163.218.26 - - [13/Aug/2023:13:04:17 +0300] "GET /c/csharp.gcc HTTP/2" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
112.182.131.33 - - [13/Aug/2023:13:05:14 +0300] "PUT /downloads HTTP/2" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
249.89.39.85 - - [13/Aug/2023:13:06:23 +0300] "GET /main/yandex.ru HTTP/2" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
165.88.111.166 - - [13/Aug/2023:13:07:49 +0300] "PATCH /google.com HTTP/2" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
26.173.177.78 - - [13/Aug/2023:13:09:05 +0300] "POST /google.com HTTP/2" 400  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
178.110.88.224 - - [13/Aug/2023:13:10:29 +0300] "PATCH /downloads HTTP/2" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
196.162.95.68 - - [13/Aug/2023:13:11:28 +0300] "PUT /google.com HTTP/1.1" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
209.114.225.13 - - [13/Aug/2023:13:12:22 +0300] "POST /forum/openforums.org HTTP/1.0" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
115.24.232.14 - - [13/Aug/2023:13:13:33 +0300] "PUT /c/csharp.gcc HTTP/2" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
179.89.233.67 - - [13/Aug/2023:13:14:38 +0300] "POST /forum/openforums.org HTTP/1.0" 400  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
107.179.232.113 - - [13/Aug/2023:13:15:59 +0300] "POST /forum/openforums.org HTTP/2" 201  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
211.106.165.123 - - [13/Aug/2023:13:17:12 +0300] "PUT /google.com HTTP/1.0" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
214.135.157.65 - - [13/Aug/2023:13:18:28 +0300] "POST /c/csharp.gcc HTTP/2" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
82.101.69.62 - - [13/Aug/2023:13:19:32 +0300] "GET /downloads HTTP/2" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
132.197.40.57 - - [13/Aug/2023:13:20:24 +0300] "PATCH /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
169.247.80.87 - - [13/Aug/2023:13:21:31 +0300] "DELETE /google.com HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
18.26.191.247 - - [13/Aug/2023:13:22:48 +0300] "PATCH /downloads HTTP/2" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
52.223.119.102 - - [13/Aug/2023:13:24:00 +0300] "DELETE /google.com HTTP/1.1" 501  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
57.241.185.111 - - [13/Aug/2023:13:24:53 +0300] "PUT /google.com HTTP/2" 403  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
208.101.27.252 - - [13/Aug/2023:13:26:03 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
153.137.120.215 - - [13/Aug/2023:13:27:07 +0300] "DELETE /main/yandex.ru HTTP/1.0" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
48.112.58.193 - - [13/Aug/2023:13:28:32 +0300] "PATCH /google.com HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
152.185.28.112 - - [13/Aug/2023:13:29:33 +0300] "PUT /google.com HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
40.31.35.166 - - [13/Aug/2023:13:30:55 +0300] "POST /downloads HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
146.24.81.193 - - [13/Aug/2023:13:31:50 +0300] "DELETE /google.com HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
126.10.70.63 - - [13/Aug/2023:13:33:00 +0300] "PUT /forum/openforums.org HTTP/2" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
59.209.64.62 - - [13/Aug/2023:13:34:20 +0300] "DELETE /forum/openforums.org HTTP/2" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
233.191.150.3 - - [13/Aug/2023:13:35:43 +0300] "GET /main/yandex.ru HTTP/1.0" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
193.211.45.166 - - [13/Aug/2023:13:36:49 +0300] "POST /google.com HTTP/1.1" 400  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
33.30.155.133 - - [13/Aug/2023:13:37:50 +0300] "GET /c/csharp.gcc HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
60.220.151.75 - - [13/Aug/2023:13:39:09 +0300] "PUT /main/yandex.ru HTTP/2" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
9.105.242.83 - - [13/Aug/2023:13:40:27 +0300] "PUT /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
32.19.107.74 - - [13/Aug/2023:13:41:19 +0300] "POST /c/csharp.gcc HTTP/1.0" 404  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
159.161.30.214 - - [13/Aug/2023:13:42:38 +0300] "PUT /main/yandex.ru HTTP/1.0" 404  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
164.135.66.197 - - [13/Aug/2023:13:43:55 +0300] "DELETE /forum/openforums.org HTTP/1.1" 404  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
113.21.141.174 - - [13/Aug/2023:13:45:02 +0300] "POST /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
78.186.14.15 - - [13/Aug/2023:13:45:59 +0300] "GET /main/yandex.ru HTTP/1.0" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
98.90.227.165 - - [13/Aug/2023:13:47:08 +0300] "PUT /downloads HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
144.127.55.11 - - [13/Aug/2023:13:48:26 +0300] "PUT /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
5.253.31.104 - - [13/Aug/2023:13:49:40 +0300] "POST /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
153.160.240.114 - - [13/Aug/2023:13:50:30 +0300] "GET /google.com HTTP/1.1" 500  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
160.123.68.123 - - [13/Aug/2023:13:51:45 +0300] "GET /forum/openforums.org HTTP/1.1" 500  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
148.199.17.30 - - [13/Aug/2023:13:52:39 +0300] "PUT /c/csharp.gcc HTTP/1.1" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
150.227.205.78 - - [13/Aug/2023:13:54:00 +0300] "POST /google.com HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
60.1.174.140 - - [13/Aug/2023:13:54:55 +0300] "GET /c/csharp.gcc HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
