88.148.59.116 - - [15/Aug/2023:00:01:11 +0300] "POST /forum/openforums.org HTTP/1.1" 502  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
119.113.76.251 - - [15/Aug/2023:05:37:51 +0300] "POST /google.com HTTP/1.0" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
113.162.105.183 - - [15/Aug/2023:05:38:59 +0300] "PATCH /google.com HTTP/1.0" 400  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
56.182.97.83 - - [15/Aug/2023:05:40:01 +0300] "PATCH /google.com HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
127.62.44.185 - - [15/Aug/2023:05:41:24 +0300] "POST /google.com HTTP/2" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
215.83.82.132 - - [15/Aug/2023:05:42:30 +0300] "PUT /forum/openforums.org HTTP/1.0" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
127.181.55.161 - - [15/Aug/2023:05:43:34 +0300] "PUT /main/yandex.ru HTTP/2" 502  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
54.1.105.235 - - [15/Aug/2023:05:44:46 +0300] "DELETE /forum/openforums.org HTTP/1.1" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
213.35.65.241 - - [15/Aug/2023:05:46:02 +0300] "PUT /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
171.146.75.164 - - [15/Aug/2023:05:47:00 +0300] "PATCH /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
226.125.1.224 - - [15/Aug/2023:05:48:10 +0300] "POST /forum/openforums.org HTTP/2" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
167.210.234.144 - - [15/Aug/2023:05:49:16 +0300] "POST /main/yandex.ru HTTP/2" 401  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
40.37.149.157 - - [15/Aug/2023:05:50:19 +0300] "GET /c/csharp.gcc HTTP/1.0" 401  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
111.141.148.8 - - [15/Aug/2023:05:51:44 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 404  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
9.114.144.94 - - [15/Aug/2023:05:52:49 +0300] "DELETE /main/yandex.ru HTTP/1.0" 200  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
163.131.83.107 - - [15/Aug/2023:05:53:54 +0300] "GET /c/csharp.gcc HTTP/1.0" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
77.173.244.175 - - [15/Aug/2023:05:55:17 +0300] "PUT /google.com HTTP/1.1" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
188.70.186.8 - - [15/Aug/2023:05:56:09 +0300] "POST /google.com HTTP/2" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
204.215.180.38 - - [15/Aug/2023:05:57:34 +0300] "DELETE /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
252.37.102.25 - - [15/Aug/2023:05:58:48 +0300] "POST /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
53.15.252.142 - - [15/Aug/2023:05:59:46 +0300] "POST /google.com HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
150.158.182.7 - - [15/Aug/2023:06:00:51 +0300] "DELETE /main/yandex.ru HTTP/1.0" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
240.134.253.189 - - [15/Aug/2023:06:02:02 +0300] "DELETE /downloads HTTP/1.1" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
218.232.225.195 - - [15/Aug/2023:06:03:04 +0300] "POST /main/yandex.ru HTTP/1.0" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
196.31.108.123 - - [15/Aug/2023:06:04:09 +0300] "POST /main/yandex.ru HTTP/2" 501  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
150.113.217.109 - - [15/Aug/2023:06:05:04 +0300] "POST /c/csharp.gcc HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
183.146.240.248 - - [15/Aug/2023:06:06:03 +0300] "PATCH /downloads HTTP/2" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
5.178.130.66 - - [15/Aug/2023:06:06:58 +0300] "PATCH /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
148.244.41.15 - - [15/Aug/2023:06:07:50 +0300] "PATCH /c/csharp.gcc HTTP/2" 401  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
38.216.163.201 - - [15/Aug/2023:06:08:43 +0300] "PUT /c/csharp.gcc HTTP/1.0" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
41.221.33.135 - - [15/Aug/2023:06:10:06 +0300] "PUT /downloads HTTP/2" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
52.34.212.142 - - [15/Aug/2023:06:11:00 +0300] "GET /main/yandex.ru HTTP/2" 500  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
252.68.14.65 - - [15/Aug/2023:06:12:21 +0300] "PATCH /c/csharp.gcc HTTP/2" 200  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
227.207.146.150 - - [15/Aug/2023:06:13:21 +0300] "PATCH /google.com HTTP/1.0" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
53.96.216.25 - - [15/Aug/2023:06:14:30 +0300] "PUT /forum/openforums.org HTTP/1.0" 404  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
70.6.176.136 - - [15/Aug/2023:06:15:38 +0300] "DELETE /downloads HTTP/2" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
121.111.116.128 - - [15/Aug/2023:06:16:31 +0300] "GET /c/csharp.gcc HTTP/1.0" 403  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
58.9.217.140 - - [15/Aug/2023:06:17:54 +0300] "POST /c/csharp.gcc HTTP/1.1" 503  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
197.148.125.202 - - [15/Aug/2023:06:19:09 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
30.9.34.220 - - [15/Aug/2023:06:20:03 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 501  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
11.27.43.92 - - [15/Aug/2023:06:20:57 +0300] "POST /google.com HTTP/1.0" 503  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
141.108.238.55 - - [15/Aug/2023:06:21:56 +0300] "PUT /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
49.235.35.112 - - [15/Aug/2023:06:22:55 +0300] "DELETE /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
248.44.105.245 - - [15/Aug/2023:06:24:08 +0300] "PATCH /main/yandex.ru HTTP/1.1" 404  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
62.223.78.14 - - [15/Aug/2023:06:25:18 +0300] "PATCH /google.com HTTP/1.0" 404  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
238.8.77.108 - - [15/Aug/2023:06:26:40 +0300] "PUT /main/yandex.ru HTTP/1.1" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
105.107.126.200 - - [15/Aug/2023:06:28:01 +0300] "DELETE /forum/openforums.org HTTP/2" 200  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
63.71.2.253 - - [15/Aug/2023:06:29:19 +0300] "GET /google.com HTTP/1.1" 503  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
88.146.51.24 - - [15/Aug/2023:06:30:40 +0300] "PUT /forum/openforums.org HTTP/1.0" 200  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
76.152.135.220 - - [15/Aug/2023:06:31:38 +0300] "POST /forum/openforums.org HTTP/1.1" 400  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
122.243.141.111 - - [15/Aug/2023:06:32:47 +0300] "PUT /google.com HTTP/1.0" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
50.97.155.95 - - [15/Aug/2023:06:34:12 +0300] "PUT /forum/openforums.org HTTP/1.0" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
2.59.187.95 - - [15/Aug/2023:06:35:10 +0300] "GET /google.com HTTP/1.1" 500  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
123.250.52.206 - - [15/Aug/2023:06:36:15 +0300] "GET /downloads HTTP/2" 501  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
38.61.24.143 - - [15/Aug/2023:06:37:17 +0300] "PATCH /google.com HTTP/1.0" 401  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
188.24.163.135 - - [15/Aug/2023:06:38:25 +0300] "PUT /main/yandex.ru HTTP/1.1" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
229.109.19.222 - - [15/Aug/2023:06:39:25 +0300] "PATCH /google.com HTTP/1.1" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
224.103.152.156 - - [15/Aug/2023:06:40:28 +0300] "DELETE /forum/openforums.org HTTP/2" 503  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
170.147.58.169 - - [15/Aug/2023:06:41:50 +0300] "GET /main/yandex.ru HTTP/1.0" 502  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
9.33.58.239 - - [15/Aug/2023:06:43:13 +0300] "POST /forum/openforums.org HTTP/1.0" 500  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
203.210.66.100 - - [15/Aug/2023:06:44:21 +0300] "GET /downloads HTTP/2" 201  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
145.33.55.247 - - [15/Aug/2023:06:45:20 +0300] "GET /main/yandex.ru HTTP/2" 201  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
15.106.4.105 - - [15/Aug/2023:06:46:31 +0300] "PATCH /google.com HTTP/2" 500  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
1.81.9.178 - - [15/Aug/2023:06:47:31 +0300] "PUT /downloads HTTP/1.0" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
118.171.94.50 - - [15/Aug/2023:06:48:44 +0300] "DELETE /main/yandex.ru HTTP/1.0" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
178.107.161.220 - - [15/Aug/2023:06:50:00 +0300] "GET /main/yandex.ru HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
249.145.95.253 - - [15/Aug/2023:06:51:05 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 201  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
192.195.203.95 - - [15/Aug/2023:06:52:27 +0300] "PUT /downloads HTTP/2" 502  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
3.174.8.17 - - [15/Aug/2023:06:53:18 +0300] "PUT /forum/openforums.org HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
41.183.218.228 - - [15/Aug/2023:06:54:10 +0300] "PATCH /google.com HTTP/2" 401  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
138.20.168.198 - - [15/Aug/2023:06:55:16 +0300] "POST /main/yandex.ru HTTP/1.0" 501  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
40.190.115.62 - - [15/Aug/2023:06:56:35 +0300] "GET /forum/openforums.org HTTP/2" 201  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
36.161.165.15 - - [15/Aug/2023:06:57:26 +0300] "GET /c/csharp.gcc HTTP/1.0" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
98.6.160.150 - - [15/Aug/2023:06:58:45 +0300] "DELETE /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
223.245.82.243 - - [15/Aug/2023:07:00:00 +0300] "PUT /google.com HTTP/1.1" 501  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
137.77.69.4 - - [15/Aug/2023:07:01:03 +0300] "PUT /google.com HTTP/1.0" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
196.7.13.88 - - [15/Aug/2023:07:01:53 +0300] "PATCH /main/yandex.ru HTTP/1.0" 400  "-" "Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; WOW64 Trident/7.0)"
63.204.39.189 - - [15/Aug/2023:07:02:44 +0300] "PATCH /downloads HTTP/1.1" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
133.186.77.45 - - [15/Aug/2023:07:03:57 +0300] "PATCH /downloads HTTP/2" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_9; like Mac OS X) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/54.0.3251.209 Mobile Safari/536.6"
76.81.237.159 - - [15/Aug/2023:07:05:05 +0300] "PUT /c/csharp.gcc HTTP/1.0" 200  "-" "Mozilla/5.0 (Android; Android 5.0.1; SM-P710 Build/LRX22G) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.1153.339 Mobile Safari/533.7"
89.232.86.133 - - [15/Aug/2023:07:06:22 +0300] "PUT /c/csharp.gcc HTTP/2" 403  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
52.106.170.1 - - [15/Aug/2023:07:07:29 +0300] "GET /forum/openforums.org HTTP/2" 503  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
158.29.253.24 - - [15/Aug/2023:07:08:30 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 400  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
20.183.133.161 - - [15/Aug/2023:07:09:33 +0300] "DELETE /c/csharp.gcc HTTP/2" 403  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
55.195.136.239 - - [15/Aug/2023:07:10:49 +0300] "PUT /forum/openforums.org HTTP/2" 404  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
221.182.141.187 - - [15/Aug/2023:07:12:11 +0300] "PUT /forum/openforums.org HTTP/1.1" 503  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
58.236.27.252 - - [15/Aug/2023:07:13:06 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 401  "-" "Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/603.5 (KHTML, like Gecko) Chrome/55.0.1250.382 Safari/601"
217.187.130.57 - - [15/Aug/2023:07:14:23 +0300] "PATCH /c/csharp.gcc HTTP/1.0" 502  "-" "Mozilla/5.0 (Linux; U; Android 7.0; SAMSUNG GT-I9400 Build/KTU84P) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.1108.368 Mobile Safari/603.1"
199.242.2.104 - - [15/Aug/2023:07:15:16 +0300] "PUT /downloads HTTP/2" 404  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
238.93.117.114 - - [15/Aug/2023:07:16:28 +0300] "PATCH /c/csharp.gcc HTTP/1.1" 503  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
30.215.135.83 - - [15/Aug/2023:07:17:40 +0300] "POST /main/yandex.ru HTTP/1.1" 502  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
115.78.81.63 - - [15/Aug/2023:07:18:57 +0300] "PUT /downloads HTTP/1.1" 200  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
156.196.155.33 - - [15/Aug/2023:07:19:51 +0300] "POST /c/csharp.gcc HTTP/2" 502  "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_6; like Mac OS X) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/55.0.3688.111 Mobile Safari/535.0"
27.78.163.188 - - [15/Aug/2023:07:21:10 +0300] "POST /forum/openforums.org HTTP/2" 403  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
137.219.70.112 - - [15/Aug/2023:07:22:03 +0300] "GET /google.com HTTP/1.0" 401  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
159.108.176.243 - - [15/Aug/2023:07:22:58 +0300] "GET /c/csharp.gcc HTTP/1.0" 404  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
82.181.208.26 - - [15/Aug/2023:07:24:08 +0300] "DELETE /c/csharp.gcc HTTP/1.0" 200  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
156.130.60.52 - - [15/Aug/2023:07:25:09 +0300] "POST /downloads HTTP/1.1" 500  "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; x64; en-US Trident/6.0)"
103.123.90.63 - - [15/Aug/2023:07:26:18 +0300] "DELETE /google.com HTTP/1.1" 503  "-" "Mozilla/5.0 (Android; Android 5.0.2; LG-D700 Build/LRX22G) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/53.0.3182.291 Mobile Safari/602.1"
117.23.36.254 - - [15/Aug/2023:07:27:30 +0300] "DELETE /main/yandex.ru HTTP/2" 400  "-" "Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/535.32 (KHTML, like Gecko) Chrome/50.0.3721.142 Safari/600.0 Edge/14.49964"
110.225.222.154 - - [15/Aug/2023:07:28:49 +0300] "PUT /c/csharp.gcc HTTP/1.0" 201  "-" "Mozilla/5.0 (iPod; CPU iPod OS 7_4_9; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/49.0.2236.394 Mobile Safari/537.7"
